b0019	11	11	9	18	7	15	5	5	1	31	6	5	2	1	0	0	8	3	4	5	5	5	13	5	1	2	2	0	5	8	3	3	5	1	3	5	4	6	5	4	6	3	0	4	10	11	6	9	5	3	6	2	22	17	1	10	6	0	0	1	0	1167
b0020	6	5	5	7	7	5	8	2	0	11	3	8	4	2	1	0	11	1	6	6	8	4	8	7	4	2	1	2	6	4	3	8	4	6	1	0	4	4	17	9	2	4	1	3	4	8	4	2	5	4	10	3	10	5	1	3	5	0	1	0	0	906
b0021	1	0	1	4	0	0	2	2	0	14	2	5	2	4	0	2	6	5	1	3	2	5	3	2	0	1	1	1	0	5	2	6	0	1	3	6	2	3	4	2	1	1	0	5	1	4	2	4	4	5	7	1	1	3	3	2	4	0	1	0	0	504
b0022	3	3	1	0	2	0	0	2	0	1	3	3	0	2	0	0	4	0	1	3	1	1	0	1	2	3	0	2	0	0	2	3	4	1	2	0	1	2	0	0	2	2	2	2	1	5	2	1	1	3	1	1	3	2	0	3	0	0	1	0	0	276
b0023	12	1	6	0	0	1	0	0	0	3	5	2	0	0	0	0	8	6	1	5	0	2	1	1	0	0	0	0	0	1	1	4	2	0	1	0	0	1	3	0	2	0	0	0	1	1	0	0	1	2	0	1	1	6	0	0	0	0	1	0	0	264
b0024	1	1	4	2	2	1	2	2	0	2	1	1	1	2	0	0	2	0	1	0	1	0	5	2	1	2	0	1	0	0	1	2	0	1	1	2	1	2	1	0	0	2	0	0	2	2	2	1	0	2	0	2	3	0	2	0	0	0	0	1	0	219
b0025	5	8	5	10	10	4	6	2	1	19	9	15	1	2	1	1	9	4	6	2	11	5	9	8	2	2	1	1	2	9	5	10	0	2	0	1	2	4	16	3	3	6	2	3	10	11	1	7	6	2	1	4	3	5	5	5	1	0	1	0	0	942
b0026	10	19	21	42	1	6	3	9	2	56	27	18	1	0	0	0	48	13	3	18	32	39	11	20	3	11	7	1	6	28	4	27	10	12	4	8	4	9	39	19	7	32	2	6	27	43	2	3	4	21	16	17	10	36	0	22	13	0	0	1	0	2817
b0027	2	6	2	8	0	1	3	1	2	15	2	3	0	0	1	0	3	2	2	5	5	3	4	8	2	0	1	0	0	2	2	3	1	0	1	3	2	3	1	0	1	1	1	2	4	9	0	2	1	2	3	3	7	7	0	1	5	0	1	0	0	495
b0028	1	3	4	4	0	2	2	1	1	10	1	4	0	0	0	0	4	0	1	4	9	3	4	5	0	0	1	0	2	5	1	3	5	2	1	1	1	2	7	6	0	8	0	1	2	8	0	3	2	2	0	1	5	3	0	2	1	0	1	0	0	450
b0029	3	11	6	10	0	6	0	2	0	15	14	9	0	0	0	0	13	1	1	11	11	8	5	3	2	2	0	0	0	12	0	12	3	5	0	4	3	3	22	7	2	4	1	5	7	9	1	5	2	4	3	3	12	8	1	5	10	0	1	0	0	951
b0030	7	17	7	8	5	3	2	7	0	19	6	6	2	1	0	0	4	3	7	4	10	7	7	5	3	5	3	3	5	9	5	6	3	0	2	3	2	3	7	6	5	8	1	3	6	11	2	3	1	5	2	2	9	6	2	4	6	0	1	0	0	915
b0031	6	14	8	12	2	5	4	3	0	10	9	3	1	0	2	0	9	3	3	4	16	5	11	0	1	1	1	0	0	2	2	4	2	1	1	1	2	6	9	7	1	9	2	2	10	13	4	5	8	2	0	2	8	8	0	6	3	0	1	0	0	822
b0032	2	13	8	16	5	4	1	5	1	21	6	7	0	2	1	0	15	5	7	9	14	11	5	11	2	2	5	1	4	10	5	9	6	3	2	1	0	6	15	5	6	14	3	4	14	14	1	4	7	8	5	3	10	12	1	6	5	0	1	0	0	1149
b0033	15	21	13	63	3	5	2	5	0	68	37	31	0	1	0	0	47	9	4	32	22	42	8	26	6	8	1	0	8	35	6	29	10	18	1	9	3	5	66	25	12	40	1	7	28	51	2	2	4	11	9	22	31	39	1	20	13	0	1	0	0	3222
b0034	1	2	1	2	2	2	1	2	0	5	3	3	1	3	2	0	3	6	4	2	3	0	0	1	2	2	2	0	1	2	1	4	1	0	1	1	2	2	11	3	1	1	1	2	1	0	2	1	1	1	2	2	5	4	2	5	3	0	1	0	0	396
b0035	1	8	1	5	3	8	1	1	0	3	2	7	0	3	0	1	5	0	4	2	6	5	4	0	2	2	1	2	3	2	2	5	0	0	1	1	2	4	4	6	2	1	0	6	5	9	3	7	6	3	2	4	9	5	0	4	7	0	0	1	0	591
b0036	4	12	7	13	4	1	1	1	1	17	6	7	1	0	1	0	8	3	5	5	10	4	9	4	1	0	2	0	2	11	1	3	0	1	2	2	1	7	18	4	0	8	0	0	5	12	4	2	2	1	4	1	10	5	1	6	3	0	1	0	0	786
b0037	3	13	7	18	1	7	3	5	3	23	6	17	2	4	2	0	21	3	11	9	20	11	16	10	5	13	6	2	2	11	12	13	3	5	1	6	3	5	21	13	5	13	2	8	7	15	5	7	6	4	11	9	22	14	2	6	5	0	1	0	0	1554
b0038	4	22	4	7	2	5	3	3	1	19	5	10	0	0	0	0	20	0	7	9	11	7	8	9	1	6	2	4	4	14	6	10	1	3	2	1	3	4	25	7	3	14	1	4	12	17	4	3	5	4	5	12	9	20	0	7	3	0	1	0	0	1218
b0039	3	12	7	14	2	2	2	3	0	20	10	11	0	1	1	0	14	5	6	10	9	16	12	10	2	5	2	0	1	6	2	10	3	3	1	0	2	9	19	9	2	13	1	3	15	12	2	6	1	3	5	9	7	11	0	3	7	0	1	0	0	1143
b0040	9	20	3	8	3	8	5	8	0	34	7	7	0	0	2	0	13	4	5	11	7	4	10	27	3	8	2	2	4	16	4	4	2	5	3	4	7	8	14	3	6	17	4	5	13	14	6	6	1	2	7	11	19	24	4	6	11	0	1	0	0	1515
b0041	6	12	11	10	3	0	2	5	2	10	2	5	0	0	0	0	11	4	4	5	14	4	3	2	1	3	3	1	1	5	6	14	1	4	2	3	1	5	14	4	2	5	1	2	5	9	0	1	0	0	2	1	14	6	1	7	4	0	1	0	0	771
b0042	9	8	7	21	4	1	3	3	0	16	5	9	0	1	0	0	13	2	5	11	9	8	2	4	1	1	2	0	2	7	3	13	4	2	1	1	0	9	10	4	2	10	1	5	10	13	0	2	1	5	3	5	8	10	1	3	9	0	0	1	0	942
b0043	3	19	8	18	4	6	7	6	2	21	7	11	0	0	0	0	17	9	5	7	17	9	7	7	2	2	1	2	2	11	3	10	1	7	3	5	4	3	21	6	1	11	0	3	15	19	3	8	6	4	4	4	9	14	0	9	6	0	0	1	0	1287
b0044	1	2	1	3	0	0	0	0	0	9	1	3	0	0	0	0	4	3	3	0	5	2	1	3	2	2	0	2	0	2	0	3	1	0	0	1	1	0	3	4	1	2	0	0	2	5	1	2	1	1	0	4	2	0	0	1	4	0	0	1	0	288
b0045	2	15	3	16	4	15	2	6	4	24	4	11	3	4	2	0	8	0	7	4	11	3	20	10	3	2	3	4	2	13	4	7	4	8	3	4	3	6	8	6	2	10	2	6	11	19	5	11	1	1	7	3	18	21	1	8	5	0	1	0	0	1332
b0046	1	5	2	8	0	1	4	4	1	10	2	2	0	1	0	1	4	1	2	1	4	3	4	2	1	2	2	0	1	7	2	8	2	2	0	1	0	2	8	3	0	3	0	4	2	8	1	3	12	3	5	3	7	4	1	1	2	0	0	0	1	531
b0047	1	20	11	38	9	15	5	11	1	54	16	15	4	2	0	1	15	2	6	5	14	7	20	10	1	3	0	2	4	14	7	14	6	3	2	9	6	6	29	15	1	12	1	12	13	23	5	11	8	3	5	3	25	16	1	3	6	0	1	0	0	1863
b0048	1	4	1	7	2	2	0	2	0	5	1	6	0	2	0	0	5	1	2	4	8	5	2	4	1	1	1	1	3	5	2	2	1	0	1	2	2	3	9	3	0	3	0	3	4	5	1	0	3	2	3	1	5	7	0	2	0	0	1	0	0	480
b0049	2	8	4	10	2	3	3	1	1	27	4	7	0	3	1	0	11	2	3	5	15	5	9	2	1	5	5	1	2	11	2	5	1	2	1	5	1	4	13	5	0	7	3	3	8	9	1	5	4	3	3	6	2	6	1	2	3	0	1	0	0	843
b0050	2	1	1	2	0	2	1	2	0	3	3	1	3	0	0	0	0	0	6	0	2	1	1	2	1	0	3	3	2	1	2	6	1	0	1	1	0	3	8	2	0	7	1	0	2	7	1	2	1	1	1	6	5	6	1	4	4	0	1	0	0	378
b0051	0	8	4	12	4	5	1	2	0	15	9	4	3	0	0	0	8	1	5	12	6	5	8	5	0	2	4	2	3	11	6	10	2	2	1	0	2	6	8	5	1	5	1	6	4	7	2	2	3	4	7	1	5	8	0	5	8	0	1	0	0	822
b0052	3	10	7	17	4	4	9	7	3	16	5	6	1	3	0	0	9	1	4	8	8	6	7	2	2	2	7	5	0	11	4	8	0	2	1	1	1	0	12	6	4	12	3	7	9	13	1	7	6	5	3	2	13	5	1	8	6	0	0	1	0	990
b0053	14	13	8	13	3	2	2	2	0	28	15	9	0	0	0	1	18	5	4	23	19	9	1	9	0	0	1	2	2	9	6	28	6	3	1	4	3	10	16	6	4	8	1	4	5	16	3	2	5	3	1	4	11	20	0	7	8	0	1	0	0	1287
b0054	9	18	10	12	4	10	4	7	0	29	24	15	0	4	2	0	16	11	18	36	30	34	10	14	1	3	5	3	5	21	18	26	9	14	5	4	5	19	23	12	9	28	3	10	26	20	3	5	7	5	24	34	15	17	2	14	10	0	0	1	0	2355
b0055	4	8	3	13	6	3	1	0	0	12	10	6	1	2	0	0	11	6	5	2	7	4	14	2	1	1	1	1	1	4	3	21	0	3	2	0	2	2	8	6	3	4	0	3	8	14	2	3	5	2	4	2	7	5	1	0	3	0	0	1	0	816
b0058	1	2	6	11	2	7	0	1	1	9	7	6	0	1	2	0	9	2	2	4	7	3	3	1	1	1	1	2	6	10	1	8	0	1	2	2	1	3	9	7	0	4	0	6	5	3	0	3	8	1	7	2	7	1	0	1	3	0	1	0	0	660
b0059	16	29	16	24	4	8	7	6	4	88	43	30	1	0	0	0	24	2	4	36	44	23	17	20	1	5	4	1	4	27	8	49	8	6	3	5	2	26	60	22	7	28	2	8	23	22	5	4	13	16	12	7	24	26	0	14	7	0	1	0	0	2907
b0060	6	22	10	18	5	6	10	8	5	47	17	30	7	9	0	0	23	7	11	14	27	15	22	13	1	6	7	6	7	27	13	28	3	4	6	9	2	6	35	23	5	25	3	7	17	25	4	11	11	12	17	16	12	23	2	9	9	0	0	1	0	2352
b0061	2	6	6	7	4	0	0	3	0	9	2	5	0	1	0	0	8	3	1	6	8	4	3	3	0	2	1	4	3	3	2	9	0	5	0	2	0	3	12	3	1	11	1	5	5	12	0	2	4	7	6	3	4	7	1	4	9	0	1	0	0	696
b0062	4	13	4	22	0	4	2	7	1	34	14	8	2	0	0	0	19	4	8	14	19	14	9	14	0	7	3	1	3	12	9	17	1	8	1	1	1	5	15	9	3	21	3	6	14	23	0	2	10	11	4	7	10	14	0	7	11	0	1	0	0	1503
b0063	11	27	20	21	1	5	8	7	1	27	7	16	1	2	0	0	16	0	5	13	12	18	13	6	2	13	4	2	4	22	12	22	5	7	2	3	4	12	17	12	8	15	1	2	12	23	3	5	7	6	5	4	20	11	0	11	4	0	1	0	0	1701
b0064	3	10	2	6	4	5	4	5	0	13	4	11	4	3	0	0	5	2	9	5	9	5	12	5	2	3	1	1	2	13	6	9	0	0	3	6	1	9	9	9	1	4	0	2	10	0	4	7	8	4	5	5	9	5	2	3	5	0	1	0	0	879
b0065	1	4	4	12	3	16	1	0	2	23	6	4	0	1	0	0	8	2	1	1	4	2	9	4	0	3	1	1	2	10	3	1	2	2	2	1	2	4	2	3	2	3	1	4	8	9	3	4	4	4	3	1	14	4	0	4	2	0	0	0	1	765
b0066	2	6	2	11	7	9	2	3	3	12	4	6	2	2	0	0	5	1	4	4	7	1	3	2	1	1	0	0	2	9	1	13	1	1	1	5	2	8	4	5	3	3	1	8	7	5	1	7	1	5	0	1	3	8	0	0	2	0	0	0	1	699
b0067	4	14	11	31	12	12	4	16	3	56	7	19	3	4	0	1	6	1	4	6	8	9	14	12	4	6	2	5	4	17	8	20	2	2	1	7	4	11	8	4	3	14	1	4	11	15	0	7	4	0	7	5	16	11	2	4	7	0	0	1	0	1611
b0068	4	21	5	8	3	4	1	3	2	24	3	3	0	2	0	0	22	4	4	12	11	6	6	9	2	2	2	5	4	9	8	6	2	1	0	1	4	9	13	4	2	10	2	5	6	9	1	3	0	2	8	5	3	1	0	10	6	0	1	0	0	984
b0069	7	11	7	12	8	6	3	10	6	39	12	22	1	6	0	1	12	1	10	8	11	16	7	14	0	7	1	4	9	14	17	21	5	1	2	6	6	12	22	12	2	13	3	8	7	10	4	9	14	10	9	5	12	18	2	6	7	0	0	1	0	1656
b4662	0	0	0	2	2	2	1	0	0	1	2	1	1	0	0	0	0	1	1	0	1	1	2	0	0	1	0	0	1	0	1	3	1	0	0	0	1	1	2	0	0	2	1	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	1	0	132
b0070	14	6	16	16	10	11	5	3	3	18	7	1	3	5	1	0	5	2	7	6	5	3	22	4	2	2	3	0	4	4	4	7	6	0	1	5	7	5	5	2	1	8	2	8	7	10	6	9	1	1	5	6	16	8	5	9	6	0	0	1	0	1179
b0071	4	5	6	7	1	4	1	0	0	12	3	3	1	0	0	0	11	0	4	7	7	9	11	6	1	1	1	1	1	7	3	7	1	1	0	1	2	2	6	4	0	6	1	1	3	7	1	2	2	4	3	2	4	6	0	1	1	0	1	0	0	606
b0072	9	17	16	13	4	3	0	0	0	23	8	12	1	0	0	0	24	1	6	11	10	13	10	6	3	6	1	3	2	17	3	14	2	4	3	4	0	4	30	2	3	27	0	3	12	26	1	8	6	8	5	3	13	13	0	7	11	0	1	0	0	1401
b0073	3	20	12	8	5	2	1	0	0	27	7	14	0	1	0	0	9	4	1	12	15	8	8	5	3	3	3	0	7	9	7	6	3	3	1	6	1	5	18	7	1	8	0	3	6	18	2	6	4	4	6	5	12	15	0	4	1	0	1	0	0	1092
b0074	6	30	9	16	4	5	1	1	0	25	10	16	1	0	0	0	22	5	8	22	20	9	5	10	4	2	1	2	2	7	7	15	7	5	2	4	2	10	30	11	2	17	3	1	14	14	3	4	5	10	6	8	16	21	2	7	17	0	0	1	0	1572
b0075	0	0	1	0	0	1	0	0	4	0	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	1	0	0	0	3	0	1	0	0	1	0	0	87
b0076	7	5	4	9	12	3	4	3	2	8	9	5	0	0	1	0	7	4	6	6	8	4	10	5	2	2	4	1	6	6	13	11	1	2	5	4	5	9	14	9	3	4	2	4	4	4	1	1	12	1	8	0	10	1	1	9	4	0	1	0	0	945
b0077	7	9	10	21	6	11	8	4	1	23	8	10	4	1	1	0	16	7	12	5	21	9	7	5	0	6	2	6	8	12	11	22	6	7	2	7	5	4	16	13	9	12	0	13	11	16	7	15	14	5	11	8	17	11	1	13	19	0	0	1	0	1725
b0078	1	1	3	4	7	2	5	1	0	3	6	6	0	2	0	0	6	2	2	1	7	2	2	1	0	0	0	1	1	1	3	5	1	2	2	4	1	3	8	4	0	6	2	1	3	7	1	3	1	1	1	2	6	4	3	4	5	0	0	1	0	492
b0080	8	11	6	9	5	3	7	4	1	19	15	11	0	6	0	0	9	3	2	8	13	8	4	8	1	2	5	2	2	9	7	8	3	0	1	4	0	9	14	11	2	6	2	6	6	4	3	1	3	5	9	2	10	3	0	5	6	0	1	0	0	1005
b0081	2	3	3	1	6	3	2	1	2	11	3	3	2	3	0	0	3	2	1	3	3	5	1	2	1	2	2	1	1	2	4	7	1	0	1	3	0	3	7	6	0	4	2	1	3	1	3	2	3	1	2	1	3	3	0	3	2	0	1	0	0	459
b0082	6	11	6	7	2	2	5	6	3	13	16	11	1	1	0	1	10	4	3	6	13	5	6	4	0	0	3	1	1	11	3	8	1	3	4	4	2	3	18	11	4	7	0	3	8	11	1	5	2	3	2	2	8	12	1	5	3	0	0	1	0	942
b0083	3	1	1	3	2	3	2	2	1	7	1	3	2	1	1	1	3	2	2	1	3	3	1	1	0	2	1	0	1	1	4	2	0	0	1	1	0	4	7	3	1	3	1	3	2	1	2	1	4	2	0	0	4	5	0	3	0	0	1	0	0	366
b0084	8	9	5	33	10	5	3	5	2	24	15	19	2	2	1	1	25	7	7	20	11	14	10	5	1	1	5	2	4	21	7	12	8	8	5	4	7	9	19	9	7	16	3	4	14	28	4	9	4	3	10	11	21	13	1	14	10	0	1	0	0	1767
b0085	9	10	13	34	5	5	5	7	0	30	16	9	3	0	0	0	14	2	6	11	23	11	9	1	4	4	1	1	4	11	3	13	3	3	2	3	1	9	21	8	3	10	4	8	10	24	4	5	11	8	6	5	11	7	1	7	7	0	0	1	0	1488
b0086	16	15	14	19	8	3	8	4	2	29	8	8	1	0	0	0	14	2	8	15	12	10	8	3	1	3	0	2	2	11	7	11	0	6	4	2	2	13	18	5	5	13	1	12	14	21	0	4	6	3	1	4	12	10	1	11	6	0	0	0	1	1359
b0087	4	9	5	11	3	6	3	1	1	35	8	6	1	0	0	0	9	3	2	6	5	4	12	12	1	1	1	1	1	11	2	6	1	6	2	3	0	3	7	0	1	8	0	7	14	14	2	6	4	4	8	7	17	7	2	5	15	0	1	0	0	1083
b0088	7	9	10	26	8	4	3	3	3	35	9	11	1	1	0	0	13	2	10	11	20	5	7	6	4	3	2	2	3	10	4	11	1	5	0	3	3	9	20	7	3	11	4	6	15	20	1	4	7	3	5	4	10	4	0	10	7	0	0	1	0	1317
b0089	1	7	6	21	10	9	3	6	1	38	13	9	2	1	0	0	11	2	1	6	7	5	12	14	1	1	2	2	2	9	5	6	3	2	3	10	3	5	10	4	2	7	3	7	14	15	3	5	0	2	7	4	15	17	2	4	5	0	0	1	0	1245
b0090	7	13	8	26	7	4	3	1	3	12	9	6	3	3	0	0	13	2	4	5	8	4	4	4	0	1	2	0	4	13	9	13	2	3	2	3	2	3	13	2	2	8	1	2	18	8	8	3	7	1	2	3	10	6	2	8	4	0	1	0	0	1068
b0091	8	17	8	21	7	5	1	3	0	27	20	9	1	4	0	0	11	1	11	9	18	13	10	8	2	0	0	2	5	21	5	14	2	4	0	2	2	7	22	9	4	11	3	11	16	12	4	9	9	8	5	6	21	8	1	12	7	0	0	1	0	1476
b0092	3	4	12	12	8	7	2	3	5	16	4	4	1	1	1	0	10	4	4	0	9	6	5	4	0	2	2	1	0	10	5	9	5	3	5	2	2	8	16	7	1	6	1	5	14	6	8	3	0	3	7	0	7	3	2	5	4	0	1	0	0	921
b0093	3	1	5	10	2	10	4	2	0	13	5	8	1	5	2	0	2	8	9	4	9	4	3	2	0	0	1	1	3	8	9	16	4	1	1	2	0	7	16	3	2	8	2	6	3	9	3	2	3	0	5	2	5	5	1	5	3	0	0	1	0	831
b0094	6	7	10	13	3	6	6	3	0	18	9	7	2	2	1	0	13	8	5	8	11	7	4	0	5	4	2	1	2	9	8	11	3	2	3	7	4	5	22	11	1	7	4	7	18	10	5	7	6	7	11	1	10	16	2	10	10	0	1	0	0	1263
b0095	16	0	12	19	0	3	2	0	0	24	9	9	0	0	0	0	10	7	9	7	14	14	6	7	0	0	2	0	5	8	5	9	7	3	0	0	0	2	18	8	8	10	3	3	20	18	2	2	2	1	1	2	5	17	0	12	8	0	1	0	0	1152
b0096	9	9	4	10	2	6	2	4	0	15	10	6	0	1	0	1	12	3	5	10	15	10	9	9	4	2	2	0	1	9	1	7	1	4	2	1	0	4	11	4	1	9	1	4	10	8	0	1	4	3	6	2	5	14	0	7	6	0	1	0	0	918
b0097	2	5	5	10	4	4	3	4	0	6	2	8	1	0	0	0	4	1	1	6	3	0	3	3	0	0	4	3	2	4	7	4	3	1	1	1	2	4	6	1	0	4	3	5	4	3	1	1	6	1	3	2	2	2	2	4	1	0	1	0	0	513
b0098	16	18	19	28	3	5	4	4	2	64	48	16	1	1	0	0	42	9	5	29	27	25	8	17	0	4	4	0	7	18	9	33	7	14	2	8	3	10	73	20	9	24	2	7	30	18	3	5	5	17	8	17	24	30	0	16	10	0	1	0	0	2706
b0099	0	2	2	5	0	0	3	0	1	7	3	3	0	0	0	1	6	2	4	2	3	1	6	1	0	0	0	3	1	5	3	2	0	0	0	2	0	0	14	4	0	1	1	2	6	1	0	3	2	1	1	0	6	1	2	0	3	0	0	0	1	390
b0101	2	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	3	1	1	0	2	2	2	0	1	3	0	1	3	1	0	2	0	2	1	0	1	4	8	0	1	1	0	2	1	1	1	1	0	0	0	0	1	3	0	0	0	0	0	1	0	198
b0102	2	5	2	5	7	5	4	4	2	17	12	6	1	1	0	0	5	1	5	3	8	6	7	5	2	2	2	3	2	5	5	17	0	2	1	2	1	8	11	3	2	7	2	0	2	7	2	2	4	2	2	0	12	3	0	3	3	0	1	0	0	744
b0103	9	10	6	5	1	4	6	1	1	7	1	8	1	2	0	1	4	2	3	7	12	1	3	1	0	0	1	1	3	4	5	10	0	1	2	2	2	1	7	4	2	2	1	4	1	5	3	0	3	4	4	0	9	4	1	5	5	0	1	0	0	621
b0104	7	6	4	14	2	2	4	3	0	14	7	8	2	0	0	0	17	3	4	8	12	4	7	9	6	1	1	0	1	7	4	4	10	6	4	0	0	5	16	9	5	10	4	3	14	21	1	1	3	5	4	2	9	9	0	14	5	0	1	0	0	1044
b0106	3	7	11	19	12	7	4	9	7	31	4	5	3	3	2	0	8	6	5	5	8	4	10	3	1	3	0	4	3	9	14	14	3	2	3	1	6	6	11	6	2	8	5	9	6	10	6	5	8	2	4	1	9	14	4	3	2	0	1	0	0	1203
b0107	6	15	9	12	13	11	6	2	5	24	11	12	2	2	1	1	6	3	7	5	10	9	7	2	5	5	4	7	8	8	15	19	3	2	3	4	2	3	15	12	6	13	3	12	9	9	9	4	13	7	3	2	11	12	3	8	11	0	1	0	0	1386
b0108	1	7	4	1	2	2	1	2	2	4	1	5	0	0	0	0	1	2	3	5	4	5	3	1	0	4	2	2	0	1	6	1	0	0	1	2	3	4	4	1	0	9	2	1	5	6	1	2	1	0	2	2	7	2	0	2	4	0	1	0	0	441
b0109	1	11	4	10	4	4	8	2	2	16	5	14	1	1	0	0	10	2	9	7	13	7	6	3	0	2	2	2	2	3	4	4	4	5	4	0	1	0	22	4	3	7	3	6	1	16	4	1	3	4	2	1	5	8	1	2	10	0	1	0	0	894
b0110	3	1	6	7	2	3	2	0	0	7	3	7	0	3	0	0	3	1	2	1	14	2	5	3	2	3	3	3	2	6	1	7	2	1	1	0	0	2	5	4	2	4	3	3	3	5	2	3	5	2	5	1	7	3	1	4	4	0	0	1	0	552
b0111	5	5	8	11	8	9	6	2	3	19	12	3	1	2	0	0	4	4	2	2	6	1	9	7	1	1	0	2	0	7	2	7	2	1	2	3	0	1	4	6	2	5	2	9	6	8	3	4	11	2	8	2	11	1	0	5	3	0	1	0	0	855
b0112	6	17	8	21	6	1	4	2	2	39	4	6	0	0	0	0	13	2	3	15	5	0	13	16	0	4	2	1	5	9	4	11	5	5	1	3	4	6	8	8	4	13	0	1	18	16	2	6	3	4	6	9	14	21	3	9	3	0	1	0	0	1374
b0113	1	11	2	8	0	8	2	11	2	15	12	12	2	0	1	1	4	4	3	2	4	6	5	2	1	0	1	1	2	6	5	11	2	4	2	2	4	6	20	11	2	3	1	0	3	6	0	0	4	5	4	2	5	5	2	1	4	0	0	0	1	765
b0114	29	5	17	21	0	1	4	6	0	59	39	10	0	0	0	0	39	9	5	33	23	29	1	33	4	2	1	1	2	32	6	35	13	10	2	6	0	12	51	20	12	26	2	2	46	32	0	1	5	18	14	28	11	46	0	21	7	0	1	0	0	2664
